id:long,start-node:long,end-node:long,length:double,maximum-speed:int,lanes:int,road-type:string,name:string,surface:string,lit:string
362,21063426,21638893,169.72277377031884,50,1,secondary,Schwachhauser Heerstraße,,
363,21063438,20980322,9.273144128114659,30,1,residential,Emmastraße,,
364,21063438,20980325,122.9733669965456,30,1,residential,Emmastraße,,
365,21069511,20974701,106.06910701902099,30,1,residential,Schorf,,
366,21069511,20974700,17.760913302176913,30,1,residential,Schorf,,
367,21069511,21069515,199.5292052227503,30,1,unclassified,Schorf,,
368,21069515,21069511,199.52920522275033,30,1,unclassified,Schorf,,
369,21069520,21069521,27.880968306508848,33,1,living_street,Gartenallee,,
370,21069520,21069521,116.73766030437338,33,1,living_street,Floraweg,,
371,21069520,301662206,173.52033856515973,33,1,living_street,Gartenallee,,
372,21069521,21069520,27.880968306508848,33,1,living_street,Gartenallee,,
373,21069521,21069520,116.73766030437336,33,1,living_street,Floraweg,,
374,21069521,301662222,210.7126188889166,33,1,living_street,Floraweg,,
375,21069583,21069584,71.12736338819745,50,1,residential,Am Herzogenkamp,,
376,21069583,20992593,353.8656868464279,50,2,tertiary,Achterstraße,,
377,21069583,25745929,52.118274120555704,50,2,tertiary,Achterstraße,,
378,21069584,21069583,71.12736338819745,50,1,residential,Am Herzogenkamp,,
379,21069584,25745893,107.26311918990186,50,1,residential,Am Herzogenkamp,,
380,21069584,2159547838,564.4925415933919,30,1,residential,Helmer,,
381,21095886,21095913,140.41489756017543,30,1,residential,Ernst-Grohne-Weg,,
382,21095910,21095912,117.70835641086137,50,1,secondary,Horner Heerstraße,,
383,21095910,21095912,520.9295115007315,30,1,residential,Alten Eichen,,
384,21095912,21112044,125.88535913158553,50,1,secondary,Horner Heerstraße,,
385,21095913,21095886,140.41489756017543,30,1,residential,Ernst-Grohne-Weg,,
386,21095913,21063409,304.0522465610308,50,1,secondary,Schwachhauser Heerstraße,,
387,21095915,20980348,152.16667576377483,50,1,residential,H.-H.-Meier-Allee,,
388,21095915,26220520,15.729939851842229,30,1,unclassified,Kulenkampffallee,,
389,21095915,21096145,248.58535733709235,30,1,residential,Wätjenstraße,,
390,21095917,21096263,94.91512764478489,30,1,residential,Klattenweg,,
391,21095917,2576185478,14.60021234418912,30,1,residential,Klattenweg,,
392,21095917,21095915,231.0609065634191,50,1,unclassified,H.-H.-Meier-Allee,,
393,21095918,20980348,46.729786632029935,30,1,residential,H.-H.-Meier-Allee,,
394,21096059,2137583943,12.792759168826489,50,1,residential,Konrad-Adenauer-Allee,,
395,21096059,21050541,820.2222415271788,50,2,secondary,Julius-Brecht-Allee,,
396,21096069,26666885,16.483321178077386,50,1,tertiary,Karl-Kautsky-Straße,,
397,21096069,10574564804,265.00074654902875,50,2,tertiary,Kurt-Schumacher-Allee,,
398,21096075,199269611,45.99076600613247,50,1,unclassified,Geschwister-Scholl-Straße,,
399,21096075,21096076,100.88038782164462,30,1,unclassified,Geschwister-Scholl-Straße,,
400,21096076,21096075,100.88038782164463,30,1,unclassified,Geschwister-Scholl-Straße,,
401,21096107,26161144,29.812210021945745,30,1,residential,Georg-Gröning-Straße,,
402,21096107,26207618,236.91422670361965,50,2,secondary,Schwachhauser Ring,,
403,21096107,21096110,168.08035287115928,50,2,secondary,Schwachhauser Ring,,
404,21096107,21261624,206.029292553916,30,1,residential,Wätjenstraße,,
405,21096110,21063438,148.05061276708355,30,1,residential,Schumannstraße,,
406,21096110,21096111,47.58694389781096,50,2,secondary,Schwachhauser Ring,,
407,21096110,21096107,168.08035287115925,50,2,secondary,Schwachhauser Ring,,
408,21096111,21096110,47.58694389781096,50,2,secondary,Schwachhauser Ring,,
409,21096111,21063426,66.76362737919294,50,3,secondary,Schwachhauser Ring,,
410,21096135,20980322,249.42313337303443,30,1,residential,Reinthalerstraße,,
411,21096135,21096257,103.27860203040846,30,1,residential,Klattenweg,,
412,21096135,21261624,163.18165902674065,30,1,residential,Wätjenstraße,,
413,21096135,21096145,571.8639742881179,30,1,residential,Wätjenstraße,,
414,21096145,20994026,71.9743028540823,30,1,residential,Melchersstraße,,
415,21096145,25264881,96.56303698666912,30,1,residential,Ulrichsstraße,,
416,21096145,21096135,571.8639742881179,30,1,residential,Wätjenstraße,,
417,21096145,21095915,248.5853573370924,30,1,residential,Wätjenstraße,,
418,21096257,21096277,61.64547288281422,30,1,residential,Nebelthaustraße,,
419,21096257,21096135,103.27860203040845,30,1,residential,Klattenweg,,
420,21096257,21096259,69.88771113227745,30,1,residential,Klattenweg,,
421,21096259,1439685294,80.83524612331664,30,1,residential,Senator-Horn-Straße,,
422,21096259,257765945,72.13188471932123,30,1,residential,Fritz-Gansberg-Straße,,
423,21096259,21096257,69.88771113227745,30,1,residential,Klattenweg,,
424,21096259,25264884,121.08069548231637,30,1,residential,Klattenweg,,
425,21096263,25264883,142.53551368918966,30,1,residential,Klattenweg,,
426,21096263,21095917,94.91512764478489,30,1,residential,Klattenweg,,
427,21096263,25264881,271.2187316448652,30,1,residential,Hackfeldstraße,,
428,21096277,21096257,61.64547288281422,30,1,residential,Nebelthaustraße,,
429,21096503,1903926072,36.566795257741234,50,2,secondary,Schwachhauser Ring,,
430,21096503,21261615,324.8754197918466,50,1,unclassified,H.-H.-Meier-Allee,,
431,21096503,26220524,17.07184970509777,50,2,secondary,Schwachhauser Ring,,
432,21105772,21150873,166.42687340246422,69,2,motorway_link,,,
433,21105772,3082322079,1214.951452801769,120,2,motorway,,,
434,21105775,173608597,1969.7208975654444,120,2,motorway,,,
435,21106532,1005418153,192.13073571548506,50,2,trunk,,,
436,21107573,20958819,81.20987761843763,50,1,secondary,Leher Heerstraße,,
437,21107574,21107573,319.4543471611222,50,1,residential,Am Brahmkamp,,
438,21107574,1811737917,223.96829327123461,50,1,secondary,Leher Heerstraße,,
439,21108148,21108150,181.66319866664415,30,1,residential,Luisental,,
440,21108148,20958816,258.00097035072525,30,1,residential,Luisental,,
441,21108148,21108153,220.0955627507733,30,1,residential,Reddersenstraße,,
442,21108150,21108176,554.8986240723679,30,1,residential,Seiffertstraße,,
443,21108150,20974686,299.70063362587047,30,1,residential,Luisental,,
444,21108150,21108148,181.66319866664418,30,1,residential,Luisental,,
445,21108153,21108148,220.09556275077327,30,1,residential,Reddersenstraße,,
446,21108153,21108153,42.34106212960632,30,1,residential,Reddersenstraße,,
447,21108153,21108153,42.34106212960632,30,1,residential,Reddersenstraße,,
448,21108176,20973894,148.0642119732197,50,2,secondary,Leher Heerstraße,,
449,21108176,20973891,58.45560183616479,50,2,secondary,Leher Heerstraße,,
450,21108176,21108150,554.8986240723677,30,1,residential,Seiffertstraße,,
451,21110231,21484252,496.4081822538563,69,1,motorway_link,,,
452,21110231,21484263,187.29061942759773,70,2,trunk,,,
453,21110242,1005418153,221.7666310490367,62,2,trunk,Autobahnzubringer Horn-Lehe,,
454,21110242,20973916,202.00637057134162,50,2,trunk,Autobahnzubringer Horn-Lehe,,
455,21110248,21110255,481.20694310853946,50,1,secondary,Lilienthaler Heerstraße,,
456,21110248,2046504582,15.580366413409923,50,1,primary,Kopernikusstraße,,
457,21110251,21026339,48.721100037166075,50,3,unclassified,Kopernikusstraße,,
458,21110251,26234928,35.04476351501775,30,1,unclassified,Kopernikusstraße,,
459,21110255,20973904,13.742039347025578,30,1,residential,Werner-von-Siemens-Straße,,
460,21110255,2583933439,466.49857987783435,50,2,secondary,Lilienthaler Heerstraße,,
461,21110266,21112117,239.8938192604166,50,1,secondary,Leher Heerstraße,,
462,21110266,2387100430,158.79071609951023,30,1,residential,An der Horner Mühle,,
463,21112028,21436585,384.8294341356917,69,1,motorway_link,,,
464,21112028,21106532,267.52028101164376,70,2,trunk,,,
465,21112029,21484262,184.75842026277098,70,3,trunk,,,
466,21112043,21112044,94.62972543285207,50,1,residential,Klattendiek,,
467,21112044,21050495,92.04127695478661,50,2,secondary,Horner Heerstraße,,
468,21112044,21112043,94.62972543285207,50,1,residential,Klattendiek,,
469,21112117,1811737917,16.924427398410558,50,1,residential,Ledaweg,,
470,21112117,26463059,325.12044555741346,30,1,residential,Ledaweg,,
471,21112117,2965358887,16.927843589290337,50,1,secondary,Leher Heerstraße,,
472,21112137,21436568,197.7091345470593,69,2,motorway_link,,,
473,21112137,21105775,1224.3762176086113,120,2,motorway,,,
474,21112149,173540355,3183.0988063056157,120,4,motorway,,,
475,21150873,21106532,630.0188337641903,69,1,motorway_link,,,
476,21150873,21436585,399.98040909761164,69,1,motorway_link,,,
477,21150875,3082322079,184.44254235503303,69,2,motorway_link,,,
478,21261601,21261604,241.59108724757886,50,2,secondary,Schwachhauser Ring,,
479,21261601,21261608,255.10817002501767,50,2,unclassified,Crüsemannallee,,
480,21261601,30348909,101.23480265926824,30,1,residential,Hartwigstraße,,
481,21261601,242160899,81.95738003755068,50,2,secondary,Schwachhauser Ring,,
482,21261604,25478581,11.224824311594393,50,2,secondary,Schwachhauser Ring,,
483,21261604,29062171,89.38391155401109,50,2,primary,Parkallee,,
484,21261604,21261601,241.5910872475788,50,2,secondary,Schwachhauser Ring,,
485,21261605,25478580,12.337886339269222,30,1,residential,Emmastraße,,
486,21261605,21261608,238.03813332110028,30,1,residential,Emmastraße,,
487,21261605,178540325,330.6217054345689,50,2,primary,Parkallee,,
488,21261608,178553245,97.60747822158908,30,1,residential,Emmastraße,,
489,21261608,21261605,238.03813332110028,30,1,residential,Emmastraße,,
490,21261608,21261601,255.10817002501764,50,2,unclassified,Crüsemannallee,,
491,21261608,2368376592,81.00873263604007,50,2,unclassified,Crüsemannallee,,
492,21261611,21261613,209.220339752736,30,1,residential,Emmastraße,,
493,21261611,242160901,145.34776548999002,30,1,residential,Emmastraße,,
494,21261611,126047966,92.94699397809401,30,1,residential,Thomas-Mann-Straße,,
495,21261611,64812480,211.91887078748573,30,1,residential,Thomas-Mann-Straße,,
496,21261613,21261614,41.00546630300817,30,1,residential,Emmastraße,,
497,21261613,21261611,209.22033975273604,30,1,residential,Emmastraße,,
498,21261613,126047966,293.9518343527001,30,1,residential,Gerhart-Hauptmann-Straße,,
499,21261614,21261613,41.00546630300817,30,1,residential,Emmastraße,,
500,21261614,26220554,68.4632493039169,30,1,residential,Emmastraße,,
501,21261614,64812489,72.67232437878472,30,1,residential,Buxtorffstraße,,
502,21261615,26220522,195.27510324936142,50,1,unclassified,H.-H.-Meier-Allee,,
503,21261615,25264887,48.23009994752033,30,1,residential,Emmastraße,,
504,21261615,26220554,13.168742229658765,30,1,residential,Emmastraße,,
505,21261624,20980322,100.5077686176524,30,1,residential,Emmastraße,,
506,21261624,26749640,117.15130474948762,30,1,residential,Emmastraße,,
507,21261624,21096107,206.029292553916,30,1,residential,Wätjenstraße,,
508,21261624,21096135,163.18165902674065,30,1,residential,Wätjenstraße,,
509,21261659,21261665,147.9753754625419,30,1,residential,Tettenbornstraße,,
510,21261665,20992611,134.35728159237524,30,1,residential,Scharnhorststraße,,
511,21261665,20992613,222.06660574209369,30,1,residential,Scharnhorststraße,,
512,21261665,21261659,147.9753754625419,30,1,residential,Tettenbornstraße,,
513,21261665,26668439,93.65802852968413,30,1,residential,Loignystraße,,
514,21261666,20980326,57.00108525654946,50,2,secondary,Schwachhauser Heerstraße,,
515,21261679,26608236,19.377689792699147,30,1,residential,Scharnhorststraße,,
516,21261679,20992611,57.631140043117725,30,1,residential,Scharnhorststraße,,
517,21261680,20992610,202.63194031987598,30,1,residential,Clausewitzstraße,,
518,21261680,21261689,97.34047753918362,50,1,secondary,Schwachhauser Heerstraße,,
519,21261689,20992609,163.54181066365476,30,1,residential,Heinrich-Heine-Straße,,
520,21261689,20992601,253.68269993138958,50,1,secondary,Schwachhauser Heerstraße,,
521,21268863,25757789,1044.4528694849819,100,4,motorway,,,
522,21316748,1328817546,83.2333432936602,50,2,tertiary,Buntentorsteinweg,,
523,21316748,1328817459,216.73849261057018,50,2,tertiary,Buntentorsteinweg,,
524,21316784,1994249249,14.136813254143949,50,1,residential,Wilhadistraße,,
525,21316784,1994249404,153.17206785552315,50,1,residential,Violenstraße,,
526,21316791,25838982,70.269531084252,50,1,residential,Bürgerstraße,,
527,21316791,26587060,16.897914380310137,50,1,residential,Violenstraße,,
528,21316791,21316784,120.56423516618614,50,2,residential,Violenstraße,,
529,21316808,2191733041,9.346081090039748,50,2,tertiary,Kornstraße,,
530,21316808,299678631,66.53735024954942,30,1,residential,Georg-Droste-Straße,,
531,21316808,30401665,708.6046352092859,50,2,tertiary,Kornstraße,,
532,21317359,26160584,275.94425978993047,30,1,residential,Klugkiststraße,,
533,21317359,26190452,90.26740537597071,30,1,unclassified,Wachmannstraße,,
534,21317362,26239330,22.578608193332716,30,1,unclassified,Wachmannstraße,,
535,21317362,30348911,178.24194827212773,30,1,residential,Arnold-Böcklin-Straße,,
536,21317370,25479707,110.88529761300393,30,1,unclassified,Parkallee,,
537,21317370,21390128,15.398870823728586,50,1,secondary,Am Stern,,
538,21317372,30441485,106.6478913222812,50,1,secondary,Hermann-Böse-Straße,,
539,21317373,29394330,86.56749709406577,30,1,residential,Blumenthalstraße,,
540,21317373,2965413400,128.653898407315,50,1,secondary,Hermann-Böse-Straße,,
541,21317375,25478589,17.254916352739322,50,1,secondary,Hollerallee,,
542,21317375,21777449,12.746381147952604,50,1,secondary,Am Stern,,
543,21317376,463614767,6.922515597550233,50,1,secondary,Am Stern,,
544,21384805,21384806,52.068238025670816,10,1,residential,Luisental,,
545,21384805,20974687,185.20054862827087,30,1,residential,Luisental,,
546,21384805,20974686,48.53796684301822,30,1,residential,Luisental,,
547,21384806,21384805,52.068238025670816,10,1,residential,Luisental,,
548,21384806,21384806,127.38948300474078,10,1,residential,Luisental,,
549,21390128,2558866290,9.95043829663104,50,1,secondary,Am Stern,,
550,21390153,21317373,79.43276028877514,50,1,secondary,Hermann-Böse-Straße,,
551,21390153,21777433,16.10194872067912,50,1,tertiary,Hohenlohestraße,,
552,21396367,20958819,145.3945161057788,50,1,residential,Brucknerstraße,,
553,21436568,21484246,380.46896602910283,69,1,motorway_link,,,
554,21436568,21050698,558.3648651683885,69,1,motorway_link,,,
555,21436577,21110231,147.63835536864144,50,3,trunk,,,
556,21436583,21484263,380.3032180591823,69,1,motorway_link,,,
557,21436583,21484252,342.51552171117254,69,1,motorway_link,,,
558,21436585,21484245,112.27594406803398,69,2,motorway_link,,,
559,21484245,21112029,400.10795748675275,69,1,motorway_link,,,
560,21484245,21150875,355.4778484454337,69,1,motorway_link,,,
561,21484246,21436583,101.46415748728552,69,2,motorway_link,,,
562,21484252,21105775,202.57354179108216,69,1,motorway_link,,,
563,21484262,21484246,383.8969973974618,69,1,motorway_link,,,
564,21484262,21050698,208.1677499269716,70,2,trunk,,,
565,21484263,21112028,186.01110015826254,70,3,trunk,,,
566,21523086,29790555,69.88248331420705,33,1,living_street,Villacher Straße,,
567,21523089,10002467377,54.778010076459594,33,1,living_street,Villacher Straße,,
568,21523089,21523091,90.38911933359935,50,1,living_street,Kremser Straße,,
569,21523089,25745929,403.1680130468708,33,1,living_street,Millstätter Straße,,
570,21523089,11776363451,15.532340313195165,33,1,living_street,,,
571,21523091,21523107,314.74307490566747,50,1,residential,Mary-Astell-Straße,,
572,21523091,21523092,113.95026826836336,50,1,residential,Kremser Straße,,
573,21523091,21523089,90.38911933359935,50,1,living_street,Kremser Straße,,
574,21523092,21523091,113.95026826836335,50,1,residential,Kremser Straße,,
575,21523092,20980466,120.22042585921155,50,1,residential,Kremser Straße,,
576,21523092,21523095,331.4800302185033,50,1,unclassified,Anne-Conway-Straße,,
577,21523095,20980466,215.79622919244613,50,1,unclassified,Caroline-Herschel-Straße,,
578,21523095,21523092,331.4800302185033,50,1,unclassified,Anne-Conway-Straße,,
579,21523095,21523099,95.23769221084831,50,2,unclassified,Anne-Conway-Straße,,
580,21523099,21523100,13.807132907089672,50,2,unclassified,Anne-Conway-Straße,,
581,21523099,21523095,95.23769221084831,50,2,unclassified,Anne-Conway-Straße,,
582,21523099,21523109,349.786625234127,50,2,primary,Autobahnzubringer Universität,,
583,21523100,21523099,13.807132907089672,50,2,unclassified,Anne-Conway-Straße,,
584,21523100,125857835,242.70094457329697,50,2,primary,Autobahnzubringer Universität,,
585,21523107,21523091,314.74307490566747,50,1,residential,Mary-Astell-Straße,,
586,21523107,21523108,85.40182374958239,50,1,residential,Mary-Astell-Straße,,
587,21523107,10002539419,123.28066670752315,50,1,unclassified,Mary-Somerville-Straße,,
588,21523108,666961392,7.488078584874892,50,2,residential,Spittaler Straße,,
589,21523108,21523107,85.4018237495824,50,1,residential,Mary-Astell-Straße,,
590,21523108,25832356,153.6545379004077,50,1,residential,Spittaler Straße,,
591,21523109,1679655419,10.770954444679921,50,2,primary,Autobahnzubringer Universität,,
592,21523109,666961392,69.77421815634868,50,1,residential,Spittaler Straße,,
